venda_id,cliente_id,produto_id,quantidade,data_venda,nome_x,categoria,preco_unitario,nome_y,idade,genero,cidade
738,166,44,6,2024-09-13,Produto 44,Alimentos,203.11,Luna Cavalcanti,40,FEMININO,Rio de Janeiro
739,34,5,8,2023-08-05,Produto 5,Bebidas,32.66,Dr. Igor Moura,45,MASCULINO,Rio de Janeiro
740,17,3,1,2023-12-24,Produto 3,Alimentos,487.25,Dra. Raquel Oliveira,20,FEMININO,Fortaleza
741,165,1,2,2024-09-09,Produto 1,Eletrônicos,61.16,Guilherme Rodrigues,54,FEMININO,Rio de Janeiro
742,153,4,9,2024-05-21,Produto 4,Limpeza,497.99,Carolina da Paz,32,FEMININO,São Paulo
743,122,40,3,2024-07-12,Produto 40,Eletrônicos,412.28,Rafaela da Rosa,45,FEMININO,São Paulo
744,76,35,6,2023-06-30,Produto 35,Alimentos,130.57,Dr. Pedro Henrique Aragão,43,FEMININO,Fortaleza
745,87,32,5,2024-07-29,Produto 32,Alimentos,128.12,João Miguel Moraes,40,FEMININO,Fortaleza
746,117,42,2,2023-09-03,Produto 42,Higiene,342.11,Anthony Cunha,50,FEMININO,Belém
747,106,34,7,2023-09-01,Produto 34,Limpeza,220.05,Mirella Oliveira,41,MASCULINO,Fortaleza
748,86,43,4,2024-05-20,Produto 43,Limpeza,122.57,Dr. Luigi Campos,31,MASCULINO,Belém
749,27,25,1,2024-02-26,Produto 25,Eletrônicos,454.31,Vitor Nogueira,29,MASCULINO,Rio de Janeiro
750,57,10,4,2023-11-16,Produto 10,Higiene,345.57,Sr. Davi Lucas Rezende,45,MASCULINO,Fortaleza
751,31,21,6,2023-03-28,Produto 21,Alimentos,292.75,Noah Aragão,66,MASCULINO,Belém
752,134,46,7,2023-08-05,Produto 46,Higiene,46.03,Dr. Guilherme Moreira,61,MASCULINO,São Paulo
753,168,39,7,2024-05-04,Produto 39,Bebidas,384.76,Maria Fernanda Sales,62,FEMININO,Fortaleza
754,98,27,7,2024-06-02,Produto 27,Higiene,178.36,Marcela Cavalcanti,58,FEMININO,Rio de Janeiro
755,12,27,3,2023-10-05,Produto 27,Higiene,178.36,Elisa da Mota,28,MASCULINO,Fortaleza
756,53,2,6,2024-12-22,Produto 2,Eletrônicos,465.81,Emanuella Ribeiro,26,FEMININO,Rio de Janeiro
757,199,41,8,2023-06-18,Produto 41,Eletrônicos,373.38,Vinicius da Luz,20,MASCULINO,Fortaleza
758,138,48,4,2023-11-26,Produto 48,Limpeza,220.99,Maitê Freitas,52,MASCULINO,Belém
759,173,13,8,2024-10-11,Produto 13,Alimentos,420.05,Alana das Neves,30,FEMININO,Rio de Janeiro
760,145,9,2,2024-03-16,Produto 9,Alimentos,484.48,Alana Rodrigues,18,FEMININO,São Paulo
761,154,36,9,2024-01-26,Produto 36,Limpeza,205.58,Dra. Clarice Fernandes,43,MASCULINO,Manaus
762,190,22,9,2024-05-10,Produto 22,Alimentos,432.25,Rafael Novaes,45,MASCULINO,Rio de Janeiro
763,122,42,8,2024-01-16,Produto 42,Higiene,342.11,Rafaela da Rosa,45,FEMININO,São Paulo
764,46,26,1,2023-11-02,Produto 26,Higiene,297.98,Evelyn Peixoto,26,MASCULINO,Manaus
765,64,12,2,2024-11-03,Produto 12,Bebidas,434.1,Srta. Juliana Araújo,31,FEMININO,Fortaleza
766,130,17,6,2024-05-27,Produto 17,Eletrônicos,446.49,Sra. Stella Fernandes,40,MASCULINO,Fortaleza
767,54,14,5,2023-07-07,Produto 14,Eletrônicos,215.92,Maria Luiza Fernandes,43,FEMININO,São Paulo
768,107,14,9,2024-05-30,Produto 14,Eletrônicos,215.92,Arthur Moura,18,FEMININO,Belém
769,193,34,5,2024-10-05,Produto 34,Limpeza,220.05,Kamilly da Paz,50,FEMININO,São Paulo
770,51,20,2,2024-03-02,Produto 20,Alimentos,120.45,Evelyn Aragão,31,FEMININO,São Paulo
771,181,11,4,2024-05-16,Produto 11,Limpeza,419.3,Otávio Cavalcanti,62,FEMININO,São Paulo
772,36,16,9,2024-12-30,Produto 16,Alimentos,201.34,Rafael Rezende,32,MASCULINO,Manaus
773,115,31,1,2023-09-17,Produto 31,Eletrônicos,354.02,Sr. Leonardo Jesus,52,FEMININO,Belém
774,26,6,1,2024-05-27,Produto 6,Eletrônicos,369.83,Rebeca da Cunha,50,FEMININO,Belém
775,29,19,7,2023-03-12,Produto 19,Higiene,259.1,Sra. Sabrina Farias,61,MASCULINO,Manaus
776,149,37,3,2024-04-22,Produto 37,Limpeza,287.88,Dr. Thales Cavalcanti,56,FEMININO,Manaus
777,11,4,2,2023-06-27,Produto 4,Limpeza,497.99,Ana Lívia das Neves,28,FEMININO,Rio de Janeiro
778,40,47,9,2024-04-01,Produto 47,Eletrônicos,266.54,Heitor Lopes,69,FEMININO,São Paulo
779,11,4,3,2023-07-08,Produto 4,Limpeza,497.99,Ana Lívia das Neves,28,FEMININO,Rio de Janeiro
780,164,20,2,2023-10-18,Produto 20,Alimentos,120.45,Joaquim da Cruz,47,FEMININO,Belém
781,113,10,8,2024-06-03,Produto 10,Higiene,345.57,Enzo Gabriel Farias,34,MASCULINO,Manaus
782,187,24,6,2023-10-19,Produto 24,Alimentos,122.16,Thales Fogaça,37,FEMININO,São Paulo
783,39,35,6,2024-09-26,Produto 35,Alimentos,130.57,Luiz Otávio Nascimento,61,FEMININO,Rio de Janeiro
784,54,26,7,2023-10-10,Produto 26,Higiene,297.98,Maria Luiza Fernandes,43,FEMININO,São Paulo
785,98,37,7,2024-06-27,Produto 37,Limpeza,287.88,Marcela Cavalcanti,58,FEMININO,Rio de Janeiro
786,55,38,6,2024-01-12,Produto 38,Higiene,371.78,Dr. Lucas Gabriel Dias,19,MASCULINO,Manaus
787,111,21,4,2024-10-19,Produto 21,Alimentos,292.75,Dr. Vicente Araújo,28,FEMININO,Manaus
788,152,40,9,2023-06-05,Produto 40,Eletrônicos,412.28,Pedro Henrique Vieira,32,FEMININO,Fortaleza
789,150,39,6,2024-05-22,Produto 39,Bebidas,384.76,Maysa Fogaça,44,FEMININO,Belém
790,69,21,4,2024-02-17,Produto 21,Alimentos,292.75,Otávio Campos,21,FEMININO,Rio de Janeiro
791,56,10,3,2024-06-11,Produto 10,Higiene,345.57,Marcela Lima,37,FEMININO,Belém
792,33,38,4,2023-12-21,Produto 38,Higiene,371.78,Gabriela Araújo,59,FEMININO,Manaus
793,36,46,3,2024-07-12,Produto 46,Higiene,46.03,Rafael Rezende,32,MASCULINO,Manaus
794,148,4,2,2023-07-06,Produto 4,Limpeza,497.99,Ana Sophia Cardoso,31,FEMININO,São Paulo
795,81,45,5,2023-01-31,Produto 45,Limpeza,241.47,Dr. Vitor Gomes,31,MASCULINO,Manaus
796,190,20,2,2023-09-17,Produto 20,Alimentos,120.45,Rafael Novaes,45,MASCULINO,Rio de Janeiro
797,109,17,6,2024-02-25,Produto 17,Eletrônicos,446.49,Felipe Silveira,25,MASCULINO,São Paulo
798,154,7,3,2024-06-12,Produto 7,Alimentos,275.23,Dra. Clarice Fernandes,43,MASCULINO,Manaus
799,194,4,6,2024-07-04,Produto 4,Limpeza,497.99,Daniela Silva,18,FEMININO,Belém
800,73,29,9,2023-10-31,Produto 29,Limpeza,243.43,Bárbara da Cruz,21,FEMININO,São Paulo
801,40,14,1,2023-02-08,Produto 14,Eletrônicos,215.92,Heitor Lopes,69,FEMININO,São Paulo
802,17,3,6,2024-05-03,Produto 3,Alimentos,487.25,Dra. Raquel Oliveira,20,FEMININO,Fortaleza
803,129,24,9,2024-10-05,Produto 24,Alimentos,122.16,Júlia Souza,65,FEMININO,Manaus
804,61,37,4,2024-06-25,Produto 37,Limpeza,287.88,Luigi Vieira,25,MASCULINO,Belém
805,171,16,2,2024-10-31,Produto 16,Alimentos,201.34,João da Cunha,46,FEMININO,Manaus
806,104,4,4,2023-10-05,Produto 4,Limpeza,497.99,Alexia Souza,24,FEMININO,Belém
807,42,24,1,2023-07-22,Produto 24,Alimentos,122.16,Kaique Alves,54,MASCULINO,Rio de Janeiro
808,25,34,3,2023-03-07,Produto 34,Limpeza,220.05,Miguel Nunes,38,FEMININO,Manaus
809,39,30,9,2023-04-18,Produto 30,Limpeza,192.1,Luiz Otávio Nascimento,61,FEMININO,Rio de Janeiro
810,35,18,5,2023-09-25,Produto 18,Alimentos,77.57,Yago Dias,33,MASCULINO,São Paulo
811,131,19,6,2023-08-10,Produto 19,Higiene,259.1,Srta. Isabelly Cavalcanti,41,MASCULINO,Belém
812,108,31,3,2024-06-13,Produto 31,Eletrônicos,354.02,Maria Vitória Farias,61,MASCULINO,Manaus
813,172,19,5,2023-03-31,Produto 19,Higiene,259.1,Cecília da Cruz,53,MASCULINO,São Paulo
814,179,49,8,2024-11-23,Produto 49,Eletrônicos,402.04,Dr. Guilherme Fernandes,19,FEMININO,Belém
815,102,46,6,2023-09-12,Produto 46,Higiene,46.03,Sarah Monteiro,18,MASCULINO,Belém
816,98,19,4,2024-03-30,Produto 19,Higiene,259.1,Marcela Cavalcanti,58,FEMININO,Rio de Janeiro
817,12,22,2,2023-09-10,Produto 22,Alimentos,432.25,Elisa da Mota,28,MASCULINO,Fortaleza
818,19,24,9,2023-09-14,Produto 24,Alimentos,122.16,Benjamin Monteiro,19,FEMININO,Belém
819,101,45,1,2024-01-18,Produto 45,Limpeza,241.47,Dr. Augusto Aragão,62,FEMININO,São Paulo
820,44,12,1,2024-03-17,Produto 12,Bebidas,434.1,Dr. Murilo Monteiro,24,MASCULINO,São Paulo
821,187,30,4,2024-08-21,Produto 30,Limpeza,192.1,Thales Fogaça,37,FEMININO,São Paulo
822,49,38,7,2023-03-31,Produto 38,Higiene,371.78,João Miguel Nogueira,21,MASCULINO,Rio de Janeiro
823,189,31,1,2024-01-25,Produto 31,Eletrônicos,354.02,Davi Lucas Rodrigues,28,MASCULINO,São Paulo
824,17,36,9,2024-08-04,Produto 36,Limpeza,205.58,Dra. Raquel Oliveira,20,FEMININO,Fortaleza
825,74,19,4,2023-02-13,Produto 19,Higiene,259.1,Maria Vitória Jesus,46,MASCULINO,São Paulo
826,57,48,3,2024-12-12,Produto 48,Limpeza,220.99,Sr. Davi Lucas Rezende,45,MASCULINO,Fortaleza
827,55,45,1,2024-10-25,Produto 45,Limpeza,241.47,Dr. Lucas Gabriel Dias,19,MASCULINO,Manaus
828,47,36,4,2024-08-20,Produto 36,Limpeza,205.58,Bruno Santos,56,FEMININO,Manaus
829,12,30,9,2023-01-19,Produto 30,Limpeza,192.1,Elisa da Mota,28,MASCULINO,Fortaleza
830,62,49,6,2023-04-11,Produto 49,Eletrônicos,402.04,Vicente Lopes,64,MASCULINO,Fortaleza
831,80,33,6,2024-08-29,Produto 33,Higiene,168.48,Carolina Gomes,53,MASCULINO,Belém
832,83,18,1,2023-12-23,Produto 18,Alimentos,77.57,Beatriz Lima,65,FEMININO,Fortaleza
833,8,49,2,2024-06-25,Produto 49,Eletrônicos,402.04,Mirella Barros,56,MASCULINO,Belém
834,149,28,6,2023-02-02,Produto 28,Alimentos,355.55,Dr. Thales Cavalcanti,56,FEMININO,Manaus
835,81,47,2,2023-08-17,Produto 47,Eletrônicos,266.54,Dr. Vitor Gomes,31,MASCULINO,Manaus
836,118,11,3,2024-06-07,Produto 11,Limpeza,419.3,Ana Julia Nogueira,22,MASCULINO,Belém
837,198,45,4,2024-09-21,Produto 45,Limpeza,241.47,Heitor Campos,58,MASCULINO,Belém
838,200,33,5,2023-06-04,Produto 33,Higiene,168.48,André Costa,56,FEMININO,Manaus
839,25,17,9,2024-02-27,Produto 17,Eletrônicos,446.49,Miguel Nunes,38,FEMININO,Manaus
840,89,6,4,2023-09-03,Produto 6,Eletrônicos,369.83,Carlos Eduardo Costela,38,MASCULINO,Fortaleza
841,12,4,9,2024-02-09,Produto 4,Limpeza,497.99,Elisa da Mota,28,MASCULINO,Fortaleza
842,143,20,3,2024-06-24,Produto 20,Alimentos,120.45,Otávio Freitas,31,MASCULINO,São Paulo
843,59,48,8,2023-06-10,Produto 48,Limpeza,220.99,Natália Ribeiro,24,FEMININO,Manaus
844,154,47,1,2024-12-02,Produto 47,Eletrônicos,266.54,Dra. Clarice Fernandes,43,MASCULINO,Manaus
845,109,27,9,2023-04-27,Produto 27,Higiene,178.36,Felipe Silveira,25,MASCULINO,São Paulo
846,26,15,9,2023-09-28,Produto 15,Limpeza,115.18,Rebeca da Cunha,50,FEMININO,Belém
847,47,6,2,2024-11-22,Produto 6,Eletrônicos,369.83,Bruno Santos,56,FEMININO,Manaus
848,32,47,4,2024-05-01,Produto 47,Eletrônicos,266.54,Amanda Lima,44,MASCULINO,Belém
849,10,14,8,2023-06-21,Produto 14,Eletrônicos,215.92,Marina Moraes,40,FEMININO,Belém
850,16,11,7,2023-10-01,Produto 11,Limpeza,419.3,Yasmin Jesus,41,FEMININO,Fortaleza
851,199,39,1,2023-09-16,Produto 39,Bebidas,384.76,Vinicius da Luz,20,MASCULINO,Fortaleza
852,145,9,5,2023-05-15,Produto 9,Alimentos,484.48,Alana Rodrigues,18,FEMININO,São Paulo
853,151,26,7,2024-11-13,Produto 26,Higiene,297.98,João Felipe Martins,26,FEMININO,Belém
854,26,16,4,2024-12-22,Produto 16,Alimentos,201.34,Rebeca da Cunha,50,FEMININO,Belém
855,86,5,1,2024-02-26,Produto 5,Bebidas,32.66,Dr. Luigi Campos,31,MASCULINO,Belém
856,135,10,9,2024-02-25,Produto 10,Higiene,345.57,Sr. Lucas Gabriel Azevedo,57,MASCULINO,Belém
857,14,50,5,2023-07-05,Produto 50,Alimentos,489.06,Joaquim da Costa,53,FEMININO,Manaus
858,79,3,2,2023-12-30,Produto 3,Alimentos,487.25,Renan Lopes,27,FEMININO,Fortaleza
859,117,13,8,2024-08-29,Produto 13,Alimentos,420.05,Anthony Cunha,50,FEMININO,Belém
860,7,43,2,2024-01-13,Produto 43,Limpeza,122.57,Sr. João Guilherme Pereira,38,MASCULINO,Manaus
861,137,49,3,2024-06-06,Produto 49,Eletrônicos,402.04,Daniela da Costa,44,FEMININO,Manaus
862,115,30,1,2024-08-02,Produto 30,Limpeza,192.1,Sr. Leonardo Jesus,52,FEMININO,Belém
863,176,45,2,2024-12-22,Produto 45,Limpeza,241.47,Sr. Luiz Gustavo Viana,68,MASCULINO,Belém
864,72,6,7,2023-07-15,Produto 6,Eletrônicos,369.83,Luiza Nascimento,59,FEMININO,Belém
865,59,17,2,2023-04-08,Produto 17,Eletrônicos,446.49,Natália Ribeiro,24,FEMININO,Manaus
866,82,45,6,2024-08-27,Produto 45,Limpeza,241.47,Dr. Henrique Rodrigues,48,FEMININO,Belém
867,116,19,3,2023-01-22,Produto 19,Higiene,259.1,Gustavo da Cunha,52,FEMININO,Manaus
868,167,42,4,2024-03-25,Produto 42,Higiene,342.11,Igor Cavalcanti,56,MASCULINO,Belém
869,146,35,8,2023-06-21,Produto 35,Alimentos,130.57,Joana Pereira,22,MASCULINO,São Paulo
870,187,46,3,2024-01-18,Produto 46,Higiene,46.03,Thales Fogaça,37,FEMININO,São Paulo
871,103,26,6,2023-05-14,Produto 26,Higiene,297.98,Ana Sophia Araújo,42,MASCULINO,São Paulo
872,17,5,1,2024-03-01,Produto 5,Bebidas,32.66,Dra. Raquel Oliveira,20,FEMININO,Fortaleza
873,14,29,7,2023-01-25,Produto 29,Limpeza,243.43,Joaquim da Costa,53,FEMININO,Manaus
874,159,37,8,2024-05-17,Produto 37,Limpeza,287.88,Ian Silveira,56,MASCULINO,São Paulo
875,152,20,8,2023-07-04,Produto 20,Alimentos,120.45,Pedro Henrique Vieira,32,FEMININO,Fortaleza
876,108,49,3,2023-03-26,Produto 49,Eletrônicos,402.04,Maria Vitória Farias,61,MASCULINO,Manaus
877,188,21,1,2024-07-20,Produto 21,Alimentos,292.75,Sophia Martins,47,FEMININO,São Paulo
878,45,10,9,2023-05-24,Produto 10,Higiene,345.57,Raul Sales,38,MASCULINO,São Paulo
879,98,5,6,2024-11-09,Produto 5,Bebidas,32.66,Marcela Cavalcanti,58,FEMININO,Rio de Janeiro
880,131,36,9,2024-02-16,Produto 36,Limpeza,205.58,Srta. Isabelly Cavalcanti,41,MASCULINO,Belém
881,37,6,7,2023-08-12,Produto 6,Eletrônicos,369.83,Natália Dias,64,FEMININO,São Paulo
882,171,26,1,2023-08-08,Produto 26,Higiene,297.98,João da Cunha,46,FEMININO,Manaus
883,168,4,1,2023-06-28,Produto 4,Limpeza,497.99,Maria Fernanda Sales,62,FEMININO,Fortaleza
884,183,39,6,2024-09-22,Produto 39,Bebidas,384.76,Catarina Martins,45,MASCULINO,Manaus
885,108,39,5,2024-03-08,Produto 39,Bebidas,384.76,Maria Vitória Farias,61,MASCULINO,Manaus
886,39,50,9,2023-09-22,Produto 50,Alimentos,489.06,Luiz Otávio Nascimento,61,FEMININO,Rio de Janeiro
887,15,35,2,2024-03-04,Produto 35,Alimentos,130.57,Camila Nogueira,57,FEMININO,Manaus
888,120,1,8,2024-10-23,Produto 1,Eletrônicos,61.16,Ana Luiza da Cruz,56,FEMININO,Rio de Janeiro
889,4,24,5,2024-02-20,Produto 24,Alimentos,122.16,Giovanna Aragão,32,MASCULINO,Belém
890,93,36,2,2024-03-28,Produto 36,Limpeza,205.58,Maria Fernanda da Mata,64,MASCULINO,São Paulo
891,153,6,6,2024-12-27,Produto 6,Eletrônicos,369.83,Carolina da Paz,32,FEMININO,São Paulo
892,141,41,8,2023-07-16,Produto 41,Eletrônicos,373.38,Vitor Hugo da Rosa,54,FEMININO,Belém
893,161,46,4,2024-07-07,Produto 46,Higiene,46.03,Stephany Moreira,69,FEMININO,Fortaleza
894,16,44,2,2023-02-22,Produto 44,Alimentos,203.11,Yasmin Jesus,41,FEMININO,Fortaleza
895,170,31,5,2024-04-24,Produto 31,Eletrônicos,354.02,Bryan Farias,60,MASCULINO,Manaus
896,108,20,2,2024-03-18,Produto 20,Alimentos,120.45,Maria Vitória Farias,61,MASCULINO,Manaus
897,126,24,2,2023-11-26,Produto 24,Alimentos,122.16,Dr. Thomas Santos,29,FEMININO,Belém
898,194,25,6,2023-09-08,Produto 25,Eletrônicos,454.31,Daniela Silva,18,FEMININO,Belém
899,55,36,9,2023-05-03,Produto 36,Limpeza,205.58,Dr. Lucas Gabriel Dias,19,MASCULINO,Manaus
900,170,21,4,2024-01-22,Produto 21,Alimentos,292.75,Bryan Farias,60,MASCULINO,Manaus
901,34,30,6,2023-12-05,Produto 30,Limpeza,192.1,Dr. Igor Moura,45,MASCULINO,Rio de Janeiro
902,158,24,7,2023-12-14,Produto 24,Alimentos,122.16,Thales Barros,49,MASCULINO,Fortaleza
903,13,44,6,2023-01-29,Produto 44,Alimentos,203.11,Lorena Duarte,41,MASCULINO,Rio de Janeiro
904,141,42,8,2023-02-04,Produto 42,Higiene,342.11,Vitor Hugo da Rosa,54,FEMININO,Belém
905,18,30,4,2024-06-01,Produto 30,Limpeza,192.1,Augusto Alves,39,MASCULINO,Belém
906,160,22,1,2024-01-31,Produto 22,Alimentos,432.25,Maria Vitória Cavalcanti,66,MASCULINO,Rio de Janeiro
907,96,28,7,2024-09-14,Produto 28,Alimentos,355.55,Enzo Gabriel Alves,42,MASCULINO,Rio de Janeiro
908,123,7,3,2023-10-21,Produto 7,Alimentos,275.23,Natália Dias,24,MASCULINO,Rio de Janeiro
909,39,35,6,2024-08-11,Produto 35,Alimentos,130.57,Luiz Otávio Nascimento,61,FEMININO,Rio de Janeiro
910,46,28,2,2023-12-15,Produto 28,Alimentos,355.55,Evelyn Peixoto,26,MASCULINO,Manaus
911,29,14,9,2023-05-27,Produto 14,Eletrônicos,215.92,Sra. Sabrina Farias,61,MASCULINO,Manaus
912,190,10,1,2023-03-08,Produto 10,Higiene,345.57,Rafael Novaes,45,MASCULINO,Rio de Janeiro
913,62,16,6,2024-06-03,Produto 16,Alimentos,201.34,Vicente Lopes,64,MASCULINO,Fortaleza
914,185,16,6,2023-05-02,Produto 16,Alimentos,201.34,Lucas Gabriel Nascimento,61,FEMININO,Belém
915,16,31,5,2023-12-06,Produto 31,Eletrônicos,354.02,Yasmin Jesus,41,FEMININO,Fortaleza
916,184,42,5,2023-06-24,Produto 42,Higiene,342.11,Isabelly Fogaça,45,MASCULINO,São Paulo
917,121,25,1,2024-11-21,Produto 25,Eletrônicos,454.31,Isabel da Rosa,58,MASCULINO,Fortaleza
918,10,13,5,2024-08-19,Produto 13,Alimentos,420.05,Marina Moraes,40,FEMININO,Belém
919,158,6,2,2024-03-26,Produto 6,Eletrônicos,369.83,Thales Barros,49,MASCULINO,Fortaleza
920,153,44,7,2024-07-10,Produto 44,Alimentos,203.11,Carolina da Paz,32,FEMININO,São Paulo
921,103,9,3,2023-05-16,Produto 9,Alimentos,484.48,Ana Sophia Araújo,42,MASCULINO,São Paulo
922,84,45,4,2023-01-16,Produto 45,Limpeza,241.47,Pietra Azevedo,32,MASCULINO,Fortaleza
923,133,36,3,2023-11-29,Produto 36,Limpeza,205.58,Cecília da Paz,52,MASCULINO,São Paulo
924,65,43,3,2023-07-14,Produto 43,Limpeza,122.57,Bryan Sales,34,MASCULINO,Rio de Janeiro
925,177,20,4,2024-05-10,Produto 20,Alimentos,120.45,Ana Vitória Carvalho,39,FEMININO,Fortaleza
926,3,18,5,2023-01-09,Produto 18,Alimentos,77.57,Cauê Ferreira,46,MASCULINO,São Paulo
927,173,43,1,2023-11-30,Produto 43,Limpeza,122.57,Alana das Neves,30,FEMININO,Rio de Janeiro
928,142,21,4,2023-11-29,Produto 21,Alimentos,292.75,Sofia Vieira,64,FEMININO,Fortaleza
929,120,4,8,2023-11-23,Produto 4,Limpeza,497.99,Ana Luiza da Cruz,56,FEMININO,Rio de Janeiro
930,158,50,7,2023-01-15,Produto 50,Alimentos,489.06,Thales Barros,49,MASCULINO,Fortaleza
931,68,33,9,2024-09-05,Produto 33,Higiene,168.48,Vitor Gabriel Pereira,57,FEMININO,São Paulo
932,146,27,5,2023-08-14,Produto 27,Higiene,178.36,Joana Pereira,22,MASCULINO,São Paulo
933,190,7,4,2024-02-29,Produto 7,Alimentos,275.23,Rafael Novaes,45,MASCULINO,Rio de Janeiro
934,37,6,8,2024-02-12,Produto 6,Eletrônicos,369.83,Natália Dias,64,FEMININO,São Paulo
935,153,15,9,2023-04-23,Produto 15,Limpeza,115.18,Carolina da Paz,32,FEMININO,São Paulo
936,176,18,7,2024-03-03,Produto 18,Alimentos,77.57,Sr. Luiz Gustavo Viana,68,MASCULINO,Belém
937,193,32,7,2023-01-01,Produto 32,Alimentos,128.12,Kamilly da Paz,50,FEMININO,São Paulo
938,181,11,5,2023-09-23,Produto 11,Limpeza,419.3,Otávio Cavalcanti,62,FEMININO,São Paulo
939,73,20,4,2024-05-05,Produto 20,Alimentos,120.45,Bárbara da Cruz,21,FEMININO,São Paulo
940,143,24,1,2023-07-27,Produto 24,Alimentos,122.16,Otávio Freitas,31,MASCULINO,São Paulo
941,49,15,7,2024-09-13,Produto 15,Limpeza,115.18,João Miguel Nogueira,21,MASCULINO,Rio de Janeiro
942,121,48,1,2024-12-12,Produto 48,Limpeza,220.99,Isabel da Rosa,58,MASCULINO,Fortaleza
943,88,7,1,2024-01-04,Produto 7,Alimentos,275.23,Alexandre Ribeiro,57,MASCULINO,Belém
944,196,21,5,2023-11-02,Produto 21,Alimentos,292.75,Yago Nogueira,69,FEMININO,Belém
945,140,42,9,2023-01-12,Produto 42,Higiene,342.11,Camila Caldeira,52,FEMININO,São Paulo
946,187,26,6,2023-12-11,Produto 26,Higiene,297.98,Thales Fogaça,37,FEMININO,São Paulo
947,37,44,3,2024-04-09,Produto 44,Alimentos,203.11,Natália Dias,64,FEMININO,São Paulo
948,61,14,3,2024-11-30,Produto 14,Eletrônicos,215.92,Luigi Vieira,25,MASCULINO,Belém
949,171,37,7,2024-10-27,Produto 37,Limpeza,287.88,João da Cunha,46,FEMININO,Manaus
950,124,21,6,2024-05-08,Produto 21,Alimentos,292.75,Larissa Farias,26,FEMININO,Belém
951,198,18,9,2024-01-03,Produto 18,Alimentos,77.57,Heitor Campos,58,MASCULINO,Belém
952,39,5,6,2024-02-24,Produto 5,Bebidas,32.66,Luiz Otávio Nascimento,61,FEMININO,Rio de Janeiro
953,184,3,5,2023-06-20,Produto 3,Alimentos,487.25,Isabelly Fogaça,45,MASCULINO,São Paulo
954,63,23,7,2023-05-14,Produto 23,Limpeza,440.78,Dr. Kevin Campos,52,FEMININO,Manaus
955,46,26,1,2024-03-02,Produto 26,Higiene,297.98,Evelyn Peixoto,26,MASCULINO,Manaus
956,88,37,7,2023-01-25,Produto 37,Limpeza,287.88,Alexandre Ribeiro,57,MASCULINO,Belém
957,11,24,3,2024-06-13,Produto 24,Alimentos,122.16,Ana Lívia das Neves,28,FEMININO,Rio de Janeiro
958,62,49,9,2023-07-09,Produto 49,Eletrônicos,402.04,Vicente Lopes,64,MASCULINO,Fortaleza
959,77,19,6,2023-05-21,Produto 19,Higiene,259.1,Clara Nascimento,61,MASCULINO,São Paulo
960,153,25,9,2024-07-08,Produto 25,Eletrônicos,454.31,Carolina da Paz,32,FEMININO,São Paulo
961,199,21,5,2024-10-19,Produto 21,Alimentos,292.75,Vinicius da Luz,20,MASCULINO,Fortaleza
962,52,12,7,2023-11-11,Produto 12,Bebidas,434.1,Thiago Moreira,67,FEMININO,São Paulo
963,4,41,4,2024-03-19,Produto 41,Eletrônicos,373.38,Giovanna Aragão,32,MASCULINO,Belém
964,59,33,7,2023-11-15,Produto 33,Higiene,168.48,Natália Ribeiro,24,FEMININO,Manaus
965,72,50,1,2024-03-16,Produto 50,Alimentos,489.06,Luiza Nascimento,59,FEMININO,Belém
966,148,4,7,2023-04-02,Produto 4,Limpeza,497.99,Ana Sophia Cardoso,31,FEMININO,São Paulo
967,93,42,8,2023-06-28,Produto 42,Higiene,342.11,Maria Fernanda da Mata,64,MASCULINO,São Paulo
968,63,7,5,2023-02-25,Produto 7,Alimentos,275.23,Dr. Kevin Campos,52,FEMININO,Manaus
969,54,22,2,2023-06-04,Produto 22,Alimentos,432.25,Maria Luiza Fernandes,43,FEMININO,São Paulo
970,117,33,5,2024-11-02,Produto 33,Higiene,168.48,Anthony Cunha,50,FEMININO,Belém
971,110,17,6,2023-04-21,Produto 17,Eletrônicos,446.49,Dra. Brenda Peixoto,41,FEMININO,São Paulo
972,74,24,2,2023-05-17,Produto 24,Alimentos,122.16,Maria Vitória Jesus,46,MASCULINO,São Paulo
973,107,34,6,2023-08-20,Produto 34,Limpeza,220.05,Arthur Moura,18,FEMININO,Belém
974,57,28,6,2024-04-12,Produto 28,Alimentos,355.55,Sr. Davi Lucas Rezende,45,MASCULINO,Fortaleza
975,169,43,1,2024-04-25,Produto 43,Limpeza,122.57,Srta. Caroline Farias,32,MASCULINO,Rio de Janeiro
976,3,41,1,2023-03-09,Produto 41,Eletrônicos,373.38,Cauê Ferreira,46,MASCULINO,São Paulo
977,120,39,3,2023-09-06,Produto 39,Bebidas,384.76,Ana Luiza da Cruz,56,FEMININO,Rio de Janeiro
978,6,22,3,2023-11-19,Produto 22,Alimentos,432.25,Lucas Freitas,25,MASCULINO,Fortaleza
979,5,49,4,2024-06-01,Produto 49,Eletrônicos,402.04,Thomas Alves,60,FEMININO,Manaus
980,5,17,2,2024-03-07,Produto 17,Eletrônicos,446.49,Thomas Alves,60,FEMININO,Manaus
981,54,34,9,2024-05-01,Produto 34,Limpeza,220.05,Maria Luiza Fernandes,43,FEMININO,São Paulo
982,47,6,7,2024-08-28,Produto 6,Eletrônicos,369.83,Bruno Santos,56,FEMININO,Manaus
983,177,46,7,2024-03-04,Produto 46,Higiene,46.03,Ana Vitória Carvalho,39,FEMININO,Fortaleza
